Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
a1704d4b-2d79-149d-707f-2e083964e26b,1951-01-12,,999-98-5434,S99970906,X13991131X,Mrs.,Caroline183,Grant908,,Kuhn96,M,white,nonhispanic,F,Newton  Massachusetts  US,889 Stamm Parade,Warren,Massachusetts,Worcester County,01585,42.24036092916094,-72.20508803425861,1553615.1150000005,413531.4050000001
b32a67b6-8fb5-8c2a-544e-a88762e7074d,1999-08-31,,999-54-4673,S99928302,X59347102X,Mr.,Rick943,Lowe577,,,,hawaiian,nonhispanic,M,Boston  Massachusetts  US,590 Hoppe Underpass Apt 16,Malden,Massachusetts,Middlesex County,,42.386832508860785,-71.07649469045153,779284.2074999998,1233.9225
4c17d430-275a-ad6f-002f-ff15cce959c0,2006-07-18,,999-88-1753,S99956171,X6943468X,Mr.,Jessie665,Kohler843,,,,white,nonhispanic,M,Becket  Massachusetts  US,430 Hermiston Spur Suite 49,Pittsfield,Massachusetts,Berkshire County,01201,42.44320005456928,-73.3076281255954,498823.13999999996,1106.5199999999998
415b716b-0707-05ee-0c30-e7d95e2f8397,2014-10-29,,999-85-2081,,,,Brenton674,Jaskolski867,,,,hawaiian,hispanic,M,Medford  Massachusetts  US,499 Dibbert Glen,Chicopee,Massachusetts,Hampden County,01020,42.210606760022685,-72.61917197689698,283234.83499999996,2342.595
37da3391-11cf-9a37-7c24-041de1b26689,1952-11-07,,999-36-1888,S99931938,X33637592X,Mr.,Adalberto916,Raynor401,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,992 Harris Common Apt 55,Chicopee,Massachusetts,Hampden County,01022,42.13286259586408,-72.59172826531457,1784329.4420000014,12660.707999999999
b3ec0661-cae1-1a07-4b35-af42b2d5bf2c,1957-08-04,2014-08-03,999-34-4670,S99980452,X17439780X,Mrs.,Ayako221,Will178,,Zieme486,M,white,nonhispanic,F,Westport  Massachusetts  US,291 Ondricka Avenue,Stoughton,Massachusetts,Norfolk County,,42.08124769166304,-71.07608072354425,2724755.0069999993,967822.783
a341f96a-b888-2119-9164-95c8b0f09990,1974-12-04,,999-57-1997,S99994047,X79310818X,Mrs.,Yuonne878,Weissnat378,,McGlynn426,M,black,nonhispanic,F,Woburn  Massachusetts  US,1062 Lockman Arcade Suite 63,Braintree,Massachusetts,Norfolk County,,42.252944416308296,-70.99169236208633,1821315.1495000005,465833.56049999996
954d66bd-b19b-e7b1-2627-c88987d2bead,2009-02-25,,999-27-8073,S99951268,,,Kenton313,Yost751,,,,white,hispanic,M,East Longmeadow  Massachusetts  US,314 Frami Row,Middleborough,Massachusetts,Plymouth County,,41.84810910224873,-70.86465732215625,437304.405,11599.724999999997
f2d89f89-ee33-e16f-6f19-ed02a3923886,1991-11-25,,999-18-2525,S99986766,X47341077X,Mrs.,Isabel214,Mertz280,,Upton904,M,black,nonhispanic,F,Rehoboth  Massachusetts  US,116 Gutkowski Spur,Boston,Massachusetts,Suffolk County,02113,42.363816908147314,-71.03008253952667,1302597.7734999997,253717.56650000002
e1b747b2-35df-6b25-34d5-3bdb6c51f41b,1949-06-01,,999-23-5735,S99918363,X12629516X,Mr.,Silas208,Krajcik437,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,437 Spencer Track Unit 57,Brookline,Massachusetts,Norfolk County,02215,42.30070501159386,-71.14762082183667,1904623.149,71526.02100000002
83eb5b91-db81-e577-3edf-e1143643b31a,1968-09-18,,999-86-1937,S99954851,X64937627X,Mr.,Bryant814,Kunde533,,,M,white,nonhispanic,M,Holyoke  Massachusetts  US,301 Braun Haven,Bedford,Massachusetts,Middlesex County,01730,42.46477580202273,-71.25742681723018,1462949.7925000002,2561.0475
532ca168-baec-84cb-f1e9-85637e3aee52,1964-01-21,,999-47-3057,S99941623,X67049025X,Mrs.,Noelle559,Sipes176,,Becker968,M,black,nonhispanic,F,Sterling  Massachusetts  US,668 Leffler Union Apt 46,Walpole,Massachusetts,Norfolk County,02081,42.1915227495805,-71.29939269251597,2071579.3800000008,503592.81999999995
8cac49f6-c6d1-8096-74a3-be49fd346b9f,1994-12-10,,999-95-8537,S99939525,X15664713X,Mr.,Riley817,McClure239,,,M,white,nonhispanic,M,Sudbury  Massachusetts  US,387 Boehm Trailer,Attleboro,Massachusetts,Bristol County,,41.89963773389793,-71.31670239210337,773972.5824999999,592.5074999999998
383edc0d-7aa2-108e-cd85-f2f71e84eb65,1969-10-19,,999-81-5733,S99918983,X29631904X,Mrs.,Maryam561,O'Hara248,,O'Kon634,M,white,nonhispanic,F,Spencer  Massachusetts  US,642 Quigley Ramp,Hanson,Massachusetts,Plymouth County,02341,42.078499924949924,-70.8502226561488,1522524.3160000003,266582.31399999995
3bad9f19-8e02-1440-cdc6-667970b88977,1944-02-18,2000-06-18,999-80-3136,S99994537,X77576642X,Mr.,Enrique929,Harvey63,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,588 Hane Bay Apt 95,Groveland,Massachusetts,Essex County,,42.72317830899299,-71.02007681595637,1600409.2449999996,141400.065
20b85fc6-20c7-e393-fe71-f24b65250755,1968-05-26,,999-91-3189,S99931611,X24502898X,Mr.,Clair921,Mohr916,MD,,M,white,nonhispanic,M,Revere  Massachusetts  US,142 Becker Arcade,Swampscott,Massachusetts,Essex County,,42.48803576834661,-70.94206605996223,1495536.905,1205.3549999999998
a5043855-7f32-881f-55a9-6982df34c455,1957-08-04,2018-01-19,999-47-1111,S99934183,X64167645X,Ms.,Suzann567,Lesch175,,,S,white,nonhispanic,F,Ayer  Massachusetts  US,1026 Bogan Station,Stoughton,Massachusetts,Norfolk County,,42.15545026804975,-71.09748051201116,2929631.241000001,380782.42899999995
1198776f-f451-caf9-ba1d-858e8e4e5b99,1970-10-24,2010-02-19,999-36-7330,S99947872,X16176464X,Mrs.,Brittaney358,Reilly981,,Murazik203,M,white,nonhispanic,F,Chelmsford  Massachusetts  US,714 Senger Plaza,Cambridge,Massachusetts,Middlesex County,,42.393755835387395,-71.10075252949676,1595154.5580000004,966771.1420000001
46b8ada7-b57f-0c7e-67fb-581370082277,1947-09-19,2021-12-13,999-38-4375,S99944309,X70112564X,Mr.,Andreas188,Durgan499,,,M,white,nonhispanic,M,Millbury  Massachusetts  US,664 Jacobi Extension,Sherborn,Massachusetts,Middlesex County,,42.2639640168099,-71.38760732182041,2175725.7320000003,223469.138
93e09a36-8b2b-ccb7-d713-104ca984b48c,1990-08-01,,999-37-7778,S99966252,X56222719X,Mrs.,Cira533,Pfeffer420,,Tromp100,M,white,nonhispanic,F,Somerville  Massachusetts  US,687 Powlowski Trace Unit 56,Lawrence,Massachusetts,Essex County,01843,42.70649871166667,-71.14907136382244,357957.1905000001,1195408.9494999999
9fd6e55a-5144-2752-bfbc-bb0619801c6a,1976-10-15,,999-49-5137,S99953467,X35640405X,Mrs.,Kazuko67,Hodkiewicz467,,Hamill307,M,asian,hispanic,F,Brookline  Massachusetts  US,1089 Gusikowski Approach,Dracut,Massachusetts,Middlesex County,,42.67562041708616,-71.31426953431647,1758614.6125,388696.1074999999
1cc5c5b7-51e3-e33b-2d1f-61f37fc8f6d6,1973-03-06,,999-33-4965,S99984430,X40902017X,Ms.,Lissa828,Lang846,,,S,white,nonhispanic,F,Springfield  Massachusetts  US,1058 Gaylord Alley Apt 19,Everett,Massachusetts,Middlesex County,02148,42.378225721080085,-71.07559081474312,1600286.1645000004,225326.99549999996
59a578f1-af96-f96d-4809-0286a5aec476,1923-02-02,,999-76-5722,S99961652,X88341083X,Mr.,Isidro558,Schinner682,,,S,white,nonhispanic,M,Bellingham  Massachusetts  US,156 Hilll Junction,West Yarmouth,Massachusetts,Barnstable County,02673,41.66937545224401,-70.27283295735145,2657243.508500001,359630.7514999999
94b6254c-a0e2-c2e9-6733-f633325cc72f,1997-05-22,,999-51-1755,S99965743,X24637426X,Mr.,Federico589,Toro760,,,M,white,hispanic,M,San Jose  San Jose  CR,906 Rutherford Station Unit 5,Marblehead,Massachusetts,Essex County,01945,42.54349855940739,-70.83023979988839,715972.8875,983.9624999999999
5a839af8-2a27-85d5-5b1a-66969ae2ef92,1970-10-24,,999-69-8510,S99979673,X42394165X,Mrs.,Fonda178,Kohler843,,Koepp521,M,white,nonhispanic,F,East Dennis  Massachusetts  US,494 Haley Divide,Cambridge,Massachusetts,Middlesex County,02140,42.389049567675656,-71.07300901576413,1753327.3850000007,18730.245
35e3562c-acc8-6c4c-6ec6-211abc05f54a,2006-03-04,,999-87-9773,S99966116,X45000030X,Mr.,Jospeh459,Johnston597,,,,black,nonhispanic,M,North Attleborough  Massachusetts  US,587 Kirlin Manor Suite 44,Holyoke,Massachusetts,Hampden County,,42.24935530736647,-72.66299736357134,497165.69750000007,5717.812499999999
13231775-138d-9657-d3de-84f946f55802,1957-08-04,,999-35-7889,S99985193,X36681489X,Mrs.,Candi549,Brakus656,,Farrell962,M,white,nonhispanic,F,North Attleborough  Massachusetts  US,603 Abbott Ville,Stoughton,Massachusetts,Norfolk County,,42.103164218199225,-71.11369977157378,2055991.7135000003,453891.18650000007
0416f3e4-d186-4697-fb5e-09befe2f6141,1972-02-08,,999-15-3776,S99939152,X61060747X,Mrs.,Myrtis608,Paucek755,MD,Mante251,M,white,nonhispanic,F,Stow  Massachusetts  US,343 Mueller Dam Unit 52,Springfield,Massachusetts,Hampden County,01199,42.155284272236884,-72.58483894139242,2381784.702,520478.928
d5cde69a-fddd-be4a-b1b1-924208a5124c,1947-09-19,,999-53-8633,S99933111,X33333042X,Mr.,Rueben647,Wilderman619,,,S,white,nonhispanic,M,Revere  Massachusetts  US,275 Reilly Way,Sherborn,Massachusetts,Middlesex County,,42.18262601663673,-71.37452744968031,1631378.4025,13187.1175
79afca7c-af39-9842-ae0e-febbfa3fbc49,1997-07-23,,999-96-4320,S99997237,X77379820X,Mr.,Drew592,Kuvalis369,,,S,white,nonhispanic,M,Lawrence  Massachusetts  US,548 Luettgen Estate,Boxford,Massachusetts,Essex County,,42.67067545590841,-70.98404743317917,1259559.1175,311803.7325
fadc5848-dfa7-308c-9ba9-b08115ceeb5e,1952-07-17,2019-10-10,999-71-8632,S99961356,X44509462X,Mr.,Normand813,Trantow673,,,S,white,nonhispanic,M,Halifax  Massachusetts  US,985 Haley Spur,Paxton,Massachusetts,Worcester County,,42.33598985848436,-71.92468298115679,2142906.811,166464.479
4539747e-add0-2bb0-0a78-7d23a9b89674,1963-02-07,,999-34-3267,S99978448,X68132057X,Mr.,Damian46,Dibbert990,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,376 Murphy Trace Apt 81,Worcester,Massachusetts,Worcester County,01605,42.26903112949302,-71.8559390518715,1631850.3500000008,3794.0699999999997
ad0841e0-3c1e-a845-4af1-06a479cad1b1,1989-01-08,,999-45-9125,S99993534,X62262305X,Mr.,Alden634,Larkin917,,,M,asian,nonhispanic,M,Medfield  Massachusetts  US,652 Kuhn Knoll Suite 52,Needham,Massachusetts,Norfolk County,02494,42.248312936699946,-71.25439722873192,935825.6299999999,1638.8399999999997
cd88cc39-a5f2-46b8-38e8-acafadc1a3ca,1965-04-10,,999-21-2376,S99951433,X53318736X,Mr.,Nathanial472,Nikolaus26,,,M,white,nonhispanic,M,Naples  Campania  IT,439 Schmitt Green Unit 93,Blackstone,Massachusetts,Worcester County,,42.073276000873285,-71.54506020222811,1278423.5949999997,108111.075
688383e3-2e51-8084-ee60-8b3c4a098a50,1975-09-22,,999-86-7267,S99948344,X81624161X,Mrs.,Dawn804,Rau926,,Collier206,M,white,hispanic,F,Ashland  Massachusetts  US,378 Reinger Corner Suite 83,Nantucket,Massachusetts,Nantucket County,,41.26834572862434,-70.08595325026555,1507580.7575000003,40489.7625
00cc0b9e-9518-2293-93e7-2f10108c6e93,1996-08-08,,999-59-4007,S99989454,X69812739X,Mrs.,Micah422,Bailey598,,Schaefer657,M,white,nonhispanic,F,Paxton  Massachusetts  US,486 Dicki Rapid Apt 99,Monson,Massachusetts,Hampden County,,42.11521644082007,-72.31455464484185,927575.1065000001,234528.3235
87209f37-779e-6648-b026-8cff0934b481,1970-06-17,,999-38-9643,S99949629,X64330633X,Mrs.,Yun266,Spinka232,,Kshlerin58,M,white,nonhispanic,F,Southbridge  Massachusetts  US,863 Lebsack Village,Warren,Massachusetts,Worcester County,01585,42.18055844375804,-72.14537775701754,437923.0139999999,733534.4059999997
83afba02-02a4-6234-0616-e6e822a6dfe3,2012-08-20,,999-55-3281,,,,Epifania219,Mills423,,,,white,nonhispanic,F,Springfield  Massachusetts  US,876 Ratke Divide,Medford,Massachusetts,Middlesex County,02155,42.41246670185502,-71.10486122971541,369967.0825,572.0774999999999
c8843fef-8161-6e40-5e7a-aa0b9755db68,1941-11-16,2006-09-09,999-93-9742,S99939725,X32625299X,Mr.,Jules135,Parker433,,,M,white,hispanic,M,Natick  Massachusetts  US,172 Waelchi Trailer,Andover,Massachusetts,Essex County,01810,42.676538186873415,-71.12202459956062,1607531.1824999999,17975.4975
e287ad01-4634-1a72-a503-8125551ad914,1952-07-17,2012-05-03,999-67-6705,S99921635,X6103703X,Mr.,Wade235,Lubowitz58,,,S,white,nonhispanic,M,Rockland  Massachusetts  US,568 Harris Well Suite 82,Paxton,Massachusetts,Worcester County,,42.281469523277664,-71.90495184552226,1735063.2949999997,30901.394999999997
b3f8067a-69ac-5605-79cc-0d566257477e,2004-01-20,,999-55-9416,S99951789,X76492246X,Mr.,Thad495,Abernathy524,,,,white,nonhispanic,M,West Springfield  Massachusetts  US,964 Orn Parade Unit 40,North Adams,Massachusetts,Berkshire County,01247,42.681693887071575,-73.14396642648528,442261.08999999997,2666.6099999999997
87dea79b-4907-b787-2b78-17ba9250ef1d,1980-01-23,,999-65-8213,S99990705,X40216638X,Mr.,Rupert654,Hilll811,,,S,white,nonhispanic,M,South Lancaster  Massachusetts  US,407 Kshlerin Landing,Easthampton,Massachusetts,Hampshire County,01027,42.322912123648216,-72.74910744178133,880930.9149999997,513.0749999999998
b7644b49-82a4-d6a2-d198-6282ecd13c90,1978-12-29,,999-46-6694,S99927632,X6408269X,Mrs.,Shavonda114,Beer512,,Rippin620,M,white,nonhispanic,F,Methuen  Massachusetts  US,403 Jast Wynd Suite 77,New Bedford,Massachusetts,Bristol County,02746,41.74366433592858,-70.97139534130218,375936.0405,252854.85949999996
06293f4e-0da1-3735-e4b4-29f3945a0c3a,2001-09-04,,999-91-7708,S99943232,X41934120X,Ms.,Eda506,Rippin620,,,,white,nonhispanic,F,Dighton  Massachusetts  US,1061 Pacocha Drive,Boston,Massachusetts,Suffolk County,02125,42.36285022298616,-71.0733605889058,630373.0205000002,164813.8795
2455f7b8-a076-7f47-a346-a3bcf45771c1,1973-01-10,,999-69-1311,S99984309,X83460870X,Mr.,Derick144,Schimmel440,,,M,white,nonhispanic,M,Leominster  Massachusetts  US,116 Konopelski Vale Suite 32,North Scituate,Massachusetts,Plymouth County,02060,42.25351464658604,-70.74132716698973,1348213.1450000003,396.3149999999997
47909e7c-3969-3b78-829c-0c4afae3da64,1949-11-30,1953-08-21,999-97-4778,,,,Jaime666,Ziemann98,,,,white,nonhispanic,M,Boston  Massachusetts  US,949 Funk Village Apt 47,Chelmsford,Massachusetts,Middlesex County,,42.603842878858394,-71.37340845250053,105755.6025,3672.7575
e40d3b44-6971-f9b1-1514-541cc35e9e98,1983-03-19,,999-87-6036,S99947266,X36956200X,Mr.,Dick869,Conroy74,,,M,white,nonhispanic,M,Lexington  Massachusetts  US,305 Kiehn Throughway Unit 84,Plainville,Massachusetts,Norfolk County,,42.018753879214636,-71.29378323355382,1052798.0325,20.137499999999932
e188ac77-3be8-0c75-f7a2-b46153d175c0,1949-11-30,1954-01-07,999-81-3773,,,,Alexis664,Cole117,,,,white,nonhispanic,M,Boston  Massachusetts  US,1000 Kunze Light Suite 5,Chelmsford,Massachusetts,Middlesex County,,42.602282761915255,-71.39509511013013,123864.3925,269.46750000000003
80fdbf8d-5f2a-4240-40a2-07ff6f36db9c,2023-10-26,,999-41-7478,,,,Tamela350,Cremin516,,,,white,nonhispanic,F,Winchester  Massachusetts  US,130 McLaughlin Overpass Unit 28,Mansfield,Massachusetts,Bristol County,,42.05750583108104,-71.22021002372175,72189.79000000001,206.21999999999997
f2a3ef2d-a3c9-162e-5720-79685f0576ef,1994-07-27,,999-33-1216,S99923234,X53860433X,Mr.,Ramiro608,Adorno791,,,M,white,hispanic,M,San Jose  San Jose  CR,360 Nolan Camp Apt 23,Peabody,Massachusetts,Essex County,,42.565783972933104,-71.08628435388121,798139.5799999998,1335.5699999999997
171e841a-c207-4b07-d52d-9bd45612eac2,1952-07-17,,999-59-1544,S99994618,X17021409X,Mr.,Erick204,Koelpin146,,,M,white,nonhispanic,M,North Attleborough  Massachusetts  US,434 Koepp Crossroad,Paxton,Massachusetts,Worcester County,,42.26493828430864,-71.97665533154843,1970578.4875,30725.322500000002
9a54385e-6b3e-b441-7dea-4fdafdafce0e,1949-11-30,1961-12-30,999-10-4403,,,,Jonas187,Weimann465,,,,white,nonhispanic,M,Milton  Massachusetts  US,541 Jacobson Crossing,Chelmsford,Massachusetts,Middlesex County,,42.563744631594275,-71.3861735465864,322663.4425,8348.7975
99d2baef-ce7e-26f1-ab08-89a43f208511,1953-07-07,,999-99-9491,S99964225,X64809019X,Mrs.,Annmarie79,Botsford977,,Collins926,M,white,nonhispanic,F,Brockton  Massachusetts  US,135 Wintheiser Gateway,Amherst,Massachusetts,Hampshire County,,42.359435526411026,-72.50860049978517,812627.9349999998,1001798.655
b2ee84c9-eacd-6bab-57e6-50c8d54dac7b,1941-11-16,2016-01-10,999-35-3387,S99911653,X85838754X,Mr.,Coleman27,Wilderman619,,,M,white,hispanic,M,East Bridgewater  Massachusetts  US,371 Nolan Rapid,Andover,Massachusetts,Essex County,01810,42.624641294115314,-71.14205046373176,1803489.9550000008,97076.985
5654a1b5-8a23-f271-c8dc-55483efb7ba9,1977-12-16,,999-54-2185,S99932129,X69233057X,Mr.,Elvis145,Pacocha935,,,M,white,nonhispanic,M,Pembroke  Massachusetts  US,571 Koepp Tunnel Apt 47,Pittsfield,Massachusetts,Berkshire County,,42.43736261304626,-73.2856234390456,159435.324,71731.15600000002
744ed149-9803-a6a1-78a3-303d18330362,1985-08-05,,999-35-9632,S99943411,X51197176X,Mr.,Juan Carlos348,Montañez267,,,M,white,hispanic,M,Havana  Havana  CU,870 Wehner Walk Apt 8,Lowell,Massachusetts,Middlesex County,,42.61083927638223,-71.3171743323454,2102197.3899999997,0.0
00af61a9-367e-6184-bae8-2b5fa1db6461,1974-05-18,,999-29-2039,S99967090,X38133136X,Mrs.,Gia583,Jenkins714,,Brakus656,M,white,nonhispanic,F,Waltham  Massachusetts  US,109 Will Byway,Weymouth,Massachusetts,Norfolk County,02188,42.19400646171596,-70.93345946754344,1635729.3875000002,387148.4825
0240d634-7283-4446-cc17-2184adb4b833,1983-08-08,,999-74-8248,S99945139,X56148521X,Mrs.,Ellen406,Veum823,,Hickle134,M,white,nonhispanic,F,Ludlow  Massachusetts  US,165 Schumm Club,Northborough,Massachusetts,Worcester County,,42.326116132667714,-71.66520683343559,1145562.3025000002,32218.867499999993
a5188a3a-a1c1-a576-2b51-87730cfd4242,1977-05-27,,999-51-1811,S99930876,X21191465X,Mr.,Cordell41,Harber290,,,M,white,nonhispanic,M,Boston  Massachusetts  US,332 Purdy Mill Unit 4,Boston,Massachusetts,Suffolk County,02124,42.35160409609166,-71.02963733676204,1031128.855,1133.5649999999998
9cd73242-a023-804d-5897-3b6814868cf0,1949-11-30,,999-86-9050,S99913836,X87114721X,Mr.,Saul605,Mante251,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,733 Walter Park,Chelmsford,Massachusetts,Middlesex County,,42.64637981160611,-71.34961227663814,1893464.9565000003,64565.95350000001
ed787d89-735b-8120-e65c-4178783c0863,1944-02-18,,999-14-5692,S99925556,X54808539X,Mr.,Daron260,Wiza601,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,477 Botsford Drive Unit 75,Groveland,Massachusetts,Essex County,,42.70509986592657,-71.01775741748037,2158110.7585,149024.52149999997
b2a532f8-0e8a-d6e2-dab4-202a4bdc674b,1989-11-07,,999-40-5200,S99965799,X14644522X,Mrs.,Claudette391,Hayes766,,Gorczany269,M,white,nonhispanic,F,Taunton  Massachusetts  US,117 Jones Dam Unit 76,Westport,Massachusetts,Bristol County,,41.535803944437376,-71.03428466672543,1206280.5405,227830.31949999998
e0c6b311-42ac-42e3-519b-3034ecd24348,2021-06-10,,999-49-7286,,,,Jeff859,Crooks415,,,,white,nonhispanic,M,Hudson  Massachusetts  US,447 Tillman Station,Greenfield,Massachusetts,Franklin County,,42.64397735257082,-72.56973167751254,137304.33500000002,3082.335
db138b8b-efef-97fd-880e-6bceae994ba0,1941-11-16,,999-64-1723,S99942516,X43377126X,Mr.,Erick204,Stark857,,,M,white,hispanic,M,Sudbury  Massachusetts  US,196 Hoppe Club Apt 4,Andover,Massachusetts,Essex County,,42.67826218807279,-71.1529846863804,2204606.9130000006,51841.367000000006
ed3f0b31-f6a9-8794-4954-7c0b92c7135b,2024-04-17,,999-60-4900,,,,Nellie325,Lynch190,,,,white,nonhispanic,F,Methuen  Massachusetts  US,319 Wyman Divide,Falmouth,Massachusetts,Barnstable County,02540,41.6151715588106,-70.59870667446269,64033.86,206.21999999999997
59d54bbf-6a45-9fb6-ec65-13455da122f5,1952-03-22,,999-56-9490,S99971676,X43454390X,Mr.,Jackie93,Hills818,JD,,M,white,nonhispanic,M,North Attleborough  Massachusetts  US,941 Bashirian Dale,South Amherst,Massachusetts,Hampshire County,,42.335632157960546,-72.54152159375954,1923841.0880000002,44149.372
107ca622-ea7d-ec8d-06b1-ed428d6ec580,1962-02-02,2003-02-07,999-39-3961,S99917739,X35101156X,Mrs.,Janee223,Tremblay80,,Hauck852,M,white,nonhispanic,F,Lynn  Massachusetts  US,1014 Bergnaum Brook Unit 58,Ashland,Massachusetts,Middlesex County,,42.234708421759514,-71.47014427811169,2143567.2814999996,206910.29849999998
657d5f84-2ed9-158e-1b5d-8e9db65ebc10,1994-01-24,,999-71-7048,S99947716,X83745984X,Mrs.,Lindsy319,Hermiston71,,Berge125,M,white,hispanic,F,Cambridge  Massachusetts  US,661 Kessler Loaf Unit 20,Westfield,Massachusetts,Hampden County,,42.18750127505727,-72.73066078016237,1167725.29,300099.69000000006
7f235ca6-b105-5227-1ff6-91b38bfa4d8a,1955-03-31,,999-99-8092,S99968898,X21155942X,Mrs.,Elenora790,Doyle959,,Denesik803,M,white,nonhispanic,F,South Hadley  Massachusetts  US,637 Johnson Frontage road,Dartmouth,Massachusetts,Bristol County,,41.548601171994,-70.95100681265534,1167078.2664999997,35416.423500000004
38d632fe-50f7-f03d-bfa3-c77be1fd58bc,2017-08-07,,999-35-7555,,,,Gerard367,Torp761,,,,white,nonhispanic,M,Marshfield  Massachusetts  US,545 Stark Highlands Suite 20,Plymouth,Massachusetts,Plymouth County,02360,41.92693508975256,-70.64123894382914,17739.003,7452.806999999999
8cabe5ba-4e03-8b94-e928-62d96c9b55e6,2009-03-24,,999-48-4084,S99975239,,,Virginia437,Montenegro24,,,,white,hispanic,F,Wesley  Saint Andrew Parish  DM,686 Franecki Wall Unit 65,Boston,Massachusetts,Suffolk County,02132,42.36079549136532,-71.10179652478288,38615.206,18907.014
ed960db1-c66e-c4c6-687b-0b53bd30b876,1995-05-06,,999-62-7115,S99979569,X66614895X,Mrs.,Iliana226,Lueilwitz711,,Brown30,M,white,hispanic,F,Hadley  Massachusetts  US,891 Rempel Lodge Apt 24,Ludlow,Massachusetts,Hampden County,,42.19154347466629,-72.48227938519098,1302773.9900000002,96346.47
bddf0cbd-6513-9007-3a5b-89a0cf0a5690,1963-03-19,,999-45-3127,S99979462,X88151613X,Mr.,Freddy176,Graham902,,,S,white,nonhispanic,M,Canton  Massachusetts  US,394 Lubowitz Light,West Springfield,Massachusetts,Hampden County,01089,42.11581069357423,-72.65239856954167,1608855.0900000003,10489.139999999996
8ac48dfa-2363-ab1a-bdb4-220549744c6f,1990-12-18,,999-57-4394,S99996457,X85695371X,Mrs.,Kina737,Stanton715,,Rohan584,M,white,nonhispanic,F,Moscow  Moscow  RU,390 Cremin Forge Unit 69,Springfield,Massachusetts,Hampden County,01013,42.16615328434451,-72.54435497116961,1120612.1415,418269.1785
5de42360-2d79-160a-6e09-6547b7898037,1962-02-02,1996-06-27,999-30-1219,S99948820,X62627523X,Mrs.,Eunice461,Leffler128,,Mueller846,M,white,nonhispanic,F,Worcester  Massachusetts  US,420 Bernhard Esplanade Suite 84,Ashland,Massachusetts,Middlesex County,,42.22339448895787,-71.43031617904963,2694454.5974999997,1427.0624999999998
d568b2f1-fa57-12ef-69e3-84341a6436c4,2006-08-07,,999-46-3765,S99990553,,Ms.,Ja391,Littel644,,,,asian,nonhispanic,F,Sturbridge  Massachusetts  US,400 Runte Terrace,Boston,Massachusetts,Suffolk County,02109,42.41041383553326,-71.032660941495,273911.22699999996,79272.88299999999
555cf921-26e7-6804-d641-94b0cb760be8,1962-05-11,,999-94-9294,S99972227,X84082897X,Ms.,Chantal971,Lesch175,,,S,white,hispanic,F,Williamstown  Massachusetts  US,636 Daniel Route Unit 52,Rockport,Massachusetts,Essex County,,42.68457485187681,-70.60697083833118,2068737.8150000004,265684.2349999999
4a2d68f1-0375-d2af-3bfd-320a0b481c17,1965-08-05,,999-33-5935,S99916195,X77439266X,Mr.,Cordell41,Jerde200,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,630 Swaniawski Wall Unit 90,Medford,Massachusetts,Middlesex County,02155,42.393453918783344,-71.08788598259098,2450423.5349999997,902.5649999999996
5c8968da-5487-4d13-8494-057239458651,1967-11-20,,999-37-3681,S99983274,X11186212X,Mr.,Delmar187,Toy286,,,S,white,nonhispanic,M,Chicopee  Massachusetts  US,354 Runolfsson Orchard,Charlton,Massachusetts,Worcester County,,42.13782555409817,-71.93116966551034,197144.9375,219084.39250000002
3fc1e3b3-c5e5-3f63-dc42-5c97a8696099,1971-09-22,,999-92-1869,S99915084,X49164737X,Mrs.,Vania595,Crist667,,Howell947,M,white,nonhispanic,F,Boston  Massachusetts  US,499 Dickens Junction,Turners Falls,Massachusetts,Franklin County,01376,42.603365284856054,-72.51441129641158,692886.6484999998,407459.9115
796a16cc-33fe-ae77-2f18-77346a857a9d,2000-09-04,,999-63-3310,S99919980,X64690331X,Ms.,Dominga527,Robel940,,,,white,nonhispanic,F,Boston  Massachusetts  US,486 Bailey Common Unit 40,Lynn,Massachusetts,Essex County,01901,42.503541246389304,-71.00082500810635,618277.5574999999,4360.132500000001
e10c9445-4e30-0012-5202-4afe7be36758,2013-07-03,,999-37-2573,,,,Minta575,Kshlerin58,,,,white,nonhispanic,F,Brockton  Massachusetts  US,617 Crona Burg,Boston,Massachusetts,Suffolk County,02114,42.39023083301196,-70.97464247813758,332025.24749999994,84.3224999999999
54a621a3-1547-fcd8-c0cc-c5c7d89476c1,2022-12-24,,999-74-3880,,,,Linwood526,McDermott739,,,,white,nonhispanic,M,Braintree  Massachusetts  US,178 Pouros Trailer,Oxford,Massachusetts,Worcester County,,42.09509042606883,-71.90914180963563,92738.57,0.0
